id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
136,Mernda,33 Craigmoor Cr,4,h,609000.0,S,HAR,28/10/2017,25.9,3754.0,4.0,2.0,2.0,448.0,167.0,2011.0,Whittlesea City Council,-37.58565,145.08701000000005,Northern Metropolitan,5812.0
137,Hadfield,28A North St,2,t,539000.0,S,Barry,8/07/2017,11.2,3046.0,2.0,2.0,2.0,160.0,,,Moreland City Council,-37.70522,144.94702,Northern Metropolitan,2606.0
138,Northcote,23A Johnson St,2,h,995000.0,PI,Purplebricks,8/04/2017,5.5,3070.0,2.0,1.0,2.0,228.0,110.0,2004.0,Darebin City Council,-37.7634,144.9985,Northern Metropolitan,11364.0
139,Sunbury,3 Paperbark Av,5,h,675000.0,S,YPA,23/09/2017,31.7,3429.0,5.0,3.0,2.0,615.0,208.0,2000.0,Hume City Council,-37.59115,144.72581,Western Metropolitan,14092.0
140,Reservoir,5/2 Griffiths St,2,u,420000.0,S,Harcourts,10/12/2016,11.2,3073.0,2.0,1.0,0.0,207.0,,,Darebin City Council,-37.7145,144.9962,Northern Metropolitan,21650.0
141,Wallan,10 Danaher Av,3,h,390000.0,S,Ray,6/01/2018,44.2,3756.0,3.0,1.0,1.0,,104.0,1975.0,Mitchell Shire Council,-37.40869,144.97782,Northern Victoria,3988.0
142,Sunbury,76 Riddell Rd,2,h,560000.0,PI,Brad,18/11/2017,31.7,3429.0,,,,,,,Hume City Council,,,Western Metropolitan,14092.0
143,Albion,20 Hutchinson St,3,h,625000.0,SP,FN,25/02/2017,13.9,3020.0,3.0,1.0,0.0,695.0,,,Brimbank City Council,-37.7808,144.8186,Western Metropolitan,2185.0
144,Viewbank,34 Lyon Rd,4,h,1080000.0,S,Miles,14/10/2017,8.9,3084.0,4.0,2.0,2.0,651.0,,,Banyule City Council,-37.73679,145.08485,Eastern Metropolitan,2698.0
145,Sunshine,74 Hertford Rd,2,h,965000.0,S,Barry,26/08/2017,10.5,3020.0,2.0,1.0,1.0,,,,Brimbank City Council,-37.78227,144.84038,Western Metropolitan,3755.0
146,Altona,1/26 Maidstone St,4,t,820000.0,SP,hockingstuart,22/07/2017,11.0,3018.0,4.0,2.0,2.0,288.0,,1970.0,Hobsons Bay City Council,-37.87171,144.81273000000004,Western Metropolitan,5301.0
147,Balwyn North,24 Willis St,3,h,1770000.0,PI,Fletchers,28/08/2016,9.2,3104.0,3.0,2.0,1.0,720.0,147.0,1955.0,Boroondara City Council,-37.7938,145.0838,Southern Metropolitan,7809.0
148,Brunswick,40 Rose St,3,h,1250000.0,VB,Nelson,26/08/2017,5.2,3056.0,3.0,1.0,2.0,,,,Moreland City Council,-37.75707,144.95255,Northern Metropolitan,11918.0
149,Preston,1/492 Murray Rd,2,u,532500.0,SP,hockingstuart,13/05/2017,8.8,3072.0,,,,,,,Darebin City Council,,,Northern Metropolitan,14577.0
150,Coburg,7 Kewarren Ct,4,h,975000.0,SP,Nelson,16/09/2017,6.7,3058.0,4.0,2.0,2.0,301.0,209.0,2005.0,Darebin City Council,-37.73697,144.97568,Northern Metropolitan,11204.0
151,Surrey Hills,545 Whitehorse Rd,5,h,2450000.0,S,Marshall,27/06/2016,11.2,3127.0,5.0,4.0,2.0,1076.0,,,Boroondara City Council,-37.8141,145.0936,Southern Metropolitan,5457.0
152,Malvern East,1/9 Tollington Av,2,h,1151000.0,S,Marshall,3/03/2018,8.4,3145.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,8801.0
153,Ormond,37 Lewis St,3,h,1770000.0,S,hockingstuart,10/09/2016,11.8,3204.0,3.0,2.0,2.0,667.0,142.0,1950.0,Glen Eira City Council,-37.9088,145.0471,Southern Metropolitan,3578.0
154,Bentleigh East,6 Elswill St,5,h,1351000.0,S,Buxton,20/05/2017,13.9,3165.0,5.0,2.0,2.0,652.0,,,Glen Eira City Council,-37.9311,145.0651,Southern Metropolitan,10969.0
155,Oakleigh,56 Burlington St,3,h,1045000.0,S,Ray,17/09/2016,14.0,3166.0,3.0,1.0,2.0,643.0,,,Monash City Council,-37.9028,145.0971,Southern Metropolitan,3224.0
156,Reservoir,1 Cameron St,3,h,861000.0,S,Stockdale,3/09/2017,12.0,3073.0,3.0,2.0,3.0,488.0,135.0,1950.0,Darebin City Council,-37.72747,145.00035,Northern Metropolitan,21650.0
157,Lynbrook,18 Rowcroft Av,3,h,630000.0,S,LJ,28/10/2017,33.8,3975.0,3.0,2.0,2.0,,,,Casey City Council,-38.0542,145.25663,South-Eastern Metropolitan,2322.0
158,Canterbury,2/20 Margaret St,2,u,690500.0,SP,Fletchers,23/04/2016,9.0,3126.0,2.0,1.0,1.0,118.0,,,Boroondara City Council,-37.8257,145.0856,Southern Metropolitan,3265.0
159,Malvern East,1c Wilmot St,2,t,650000.0,S,Jellis,30/07/2016,11.2,3145.0,2.0,2.0,1.0,0.0,120.0,2015.0,Stonnington City Council,-37.8828,145.0528,Southern Metropolitan,8801.0
160,Keilor East,23 Viewbank Dr,4,h,732000.0,S,Nelson,28/08/2016,12.8,3033.0,4.0,2.0,2.0,544.0,233.0,1980.0,Brimbank City Council,-37.7479,144.8763,Western Metropolitan,5629.0
161,Flemington,8 John St,2,h,990000.0,S,Nelson,27/05/2017,3.4,3031.0,2.0,1.0,1.0,180.0,82.0,1900.0,Melbourne City Council,-37.7839,144.92727,Northern Metropolitan,3593.0
162,Meadow Heights,2 Navarre Ct,3,h,467000.0,S,Raine,24/06/2017,17.4,3048.0,3.0,1.0,1.0,565.0,98.0,1975.0,Hume City Council,-37.65702,144.92447,Northern Metropolitan,4704.0
163,Templestowe,2 Hampden Ct,4,h,1450000.0,VB,Barry,14/10/2017,15.5,3106.0,4.0,3.0,2.0,670.0,,,Manningham City Council,-37.76872,145.14192,Eastern Metropolitan,6202.0
164,Essendon West,24 Ruby St,4,h,1365000.0,S,Nelson,24/02/2018,7.5,3040.0,4.0,2.0,3.0,886.0,102.0,1950.0,Moonee Valley City Council,-37.75243,144.88566,Western Metropolitan,588.0
165,Essendon,3/12 Balmoral St,2,t,620000.0,S,Nelson,21/10/2017,7.5,3040.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264.0
166,Reservoir,34 Drysdale St,2,h,635000.0,PI,Barry,10/12/2016,11.2,3073.0,2.0,1.0,1.0,608.0,,,Darebin City Council,-37.7293,145.0224,Northern Metropolitan,21650.0
167,Sydenham,2/2 Albert Rd,2,u,395000.0,S,Prof.,6/01/2018,18.0,3037.0,2.0,1.0,,,80.0,2017.0,Brimbank City Council,-37.69267,144.75748000000004,Western Metropolitan,3640.0
168,Reservoir,135 Mahoneys Rd,4,h,690000.0,VB,Ray,18/11/2017,12.0,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
169,Carnegie,2 Poplar Gr,2,h,907000.0,S,Ray,19/11/2016,11.4,3163.0,2.0,1.0,2.0,316.0,2.0,,Glen Eira City Council,-37.8854,145.0636,Southern Metropolitan,7822.0
170,Brunswick West,3/6 McColl Ct,1,u,325000.0,S,Ray,26/08/2017,5.2,3055.0,1.0,1.0,1.0,,,,Moreland City Council,-37.75609,144.93626,Northern Metropolitan,7082.0
171,Glen Iris,294 Tooronga Rd,3,h,1430000.0,S,Marshall,13/08/2016,9.2,3146.0,3.0,3.0,2.0,385.0,255.0,,Boroondara City Council,-37.8524,145.0425,Southern Metropolitan,10412.0
172,Elwood,4/41 Shelley St,2,u,765000.0,S,Marshall,16/04/2016,7.7,3184.0,2.0,1.0,0.0,0.0,88.0,1940.0,Port Phillip City Council,-37.8809,144.9833,Southern Metropolitan,8989.0
173,Footscray,1 Stanlake St,4,h,1300000.0,S,hockingstuart,10/12/2016,6.4,3011.0,4.0,2.0,3.0,0.0,190.0,1950.0,Maribyrnong City Council,-37.7923,144.8848,Western Metropolitan,7570.0
174,Footscray,11/44 Everard St,2,u,431000.0,SP,Jas,3/12/2016,6.4,3011.0,2.0,1.0,1.0,0.0,,,Maribyrnong City Council,-37.7963,144.8853,Western Metropolitan,7570.0
175,Niddrie,59 Nolan St,4,t,1190000.0,S,Barry,28/10/2017,10.4,3042.0,4.0,2.0,1.0,317.0,110.0,,Moonee Valley City Council,-37.74104000000001,144.88519,Western Metropolitan,2291.0
176,Preston,60a May St,3,t,985000.0,VB,Nelson,25/11/2017,8.4,3072.0,3.0,2.0,2.0,,,,Darebin City Council,-37.7326,144.9947,Northern Metropolitan,14577.0
177,Brunswick West,2 Mincha St,5,h,2600000.0,PI,Jellis,28/10/2017,5.2,3055.0,5.0,3.0,2.0,,412.0,2012.0,Moreland City Council,-37.77432,144.94191,Northern Metropolitan,7082.0
178,Mont Albert,7/86 Victoria Cr,3,t,870000.0,S,Noel,22/08/2016,11.8,3127.0,,,,,,,Boroondara City Council,,,Eastern Metropolitan,2079.0
179,East Melbourne,58/1 Wellington Cr,3,u,1155000.0,SA,Harcourts,22/08/2016,1.5,3002.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,3040.0
180,Box Hill,10 Patricia St,2,h,1435000.0,S,hockingstuart,21/10/2017,10.9,3128.0,2.0,1.0,1.0,647.0,,,Whitehorse City Council,-37.82665,145.12436,Eastern Metropolitan,4605.0
181,Northcote,182 Separation St,3,h,1050000.0,VB,Nelson,15/07/2017,5.3,3070.0,3.0,1.0,2.0,530.0,,,Darebin City Council,-37.77062,145.00891,Northern Metropolitan,11364.0
182,Hawthorn,32 College St,2,h,1620000.0,S,Jellis,20/05/2017,4.6,3122.0,2.0,1.0,1.0,201.0,,,Boroondara City Council,-37.8173,145.0246,Southern Metropolitan,11308.0
183,MacLeod,19 Lindsay St,3,h,820000.0,VB,Jellis,24/02/2018,12.7,3085.0,,,,,,,Banyule City Council,,,Northern Metropolitan,4168.0
184,Ashburton,19 Ward St,3,h,2299500.0,S,Jellis,12/08/2017,10.2,3147.0,3.0,2.0,3.0,634.0,230.0,1940.0,Boroondara City Council,-37.86516,145.07958,Southern Metropolitan,3052.0
185,Bentleigh East,1/39 Neville St,3,h,870000.0,S,Gary,28/08/2016,13.9,3165.0,3.0,2.0,1.0,326.0,133.0,1950.0,Glen Eira City Council,-37.9236,145.0545,Southern Metropolitan,10969.0
186,Hawthorn,16 Belgrave St,3,h,1362500.0,S,Jellis,24/02/2018,5.3,3122.0,3.0,1.0,1.0,260.0,,,Boroondara City Council,-37.82845,145.04085,Southern Metropolitan,11308.0
187,Maribyrnong,108/55 Cumberland Dr,2,u,575000.0,VB,Nelson,17/02/2018,4.3,3032.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,4918.0
188,South Yarra,413/35 Malcolm St,1,u,315000.0,PI,hockingstuart,3/12/2016,3.3,3141.0,1.0,1.0,0.0,14500.0,,2011.0,Melbourne City Council,-37.8372,144.9963,Southern Metropolitan,14887.0
189,Glen Iris,184 Finch St,3,h,3310000.0,S,Marshall,20/05/2017,9.2,3146.0,3.0,3.0,2.0,662.0,265.0,1988.0,Boroondara City Council,-37.8605,145.0455,Southern Metropolitan,10412.0
190,Albert Park,4a Mills St,3,t,1550000.0,VB,Marshall,7/11/2016,3.3,3206.0,3.0,2.0,2.0,718.0,,,Port Phillip City Council,-37.8443,144.9598,Southern Metropolitan,3280.0
191,Balwyn North,33 Ferdinand Av,3,h,2100000.0,S,Jellis,24/02/2018,9.7,3104.0,3.0,2.0,2.0,1008.0,,,Boroondara City Council,-37.79455,145.0947,Southern Metropolitan,7809.0
192,Moonee Ponds,20 Railway Cr,2,h,780000.0,PI,Nelson,24/09/2016,6.9,3039.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6232.0
193,Essendon,1/37 Grice Cr,2,u,370000.0,S,Considine,22/05/2016,8.0,3040.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,9264.0
194,West Melbourne,3/212 Roden St,2,t,1013000.0,S,Alexkarbon,20/05/2017,1.9,3003.0,2.0,2.0,1.0,0.0,130.0,2010.0,Melbourne City Council,-37.8094,144.9452,Northern Metropolitan,2230.0
195,Prahran,1/14 Highbury Gr,2,u,680000.0,SP,Jellis,6/01/2018,4.6,3181.0,,,,,,,Stonnington City Council,,,Southern Metropolitan,7717.0
196,East Melbourne,5/173 George St,1,u,425000.0,S,Biggin,28/08/2016,1.5,3002.0,,,,,,,Melbourne City Council,,,Northern Metropolitan,3040.0
197,Yarraville,18 Tenterden St,3,h,845000.0,S,Jas,27/11/2016,7.0,3013.0,3.0,1.0,2.0,494.0,,,Maribyrnong City Council,-37.8234,144.8742,Western Metropolitan,6543.0
198,Footscray,26/2 Ballarat Rd,3,u,561000.0,SP,Nelson,27/06/2016,6.4,3011.0,3.0,1.0,1.0,0.0,,,Maribyrnong City Council,-37.7952,144.909,Western Metropolitan,7570.0
199,Hawthorn East,66 Roseberry St,3,h,1825000.0,S,Jellis,17/09/2016,7.5,3123.0,3.0,2.0,2.0,431.0,120.0,1950.0,Boroondara City Council,-37.8269,145.0496,Southern Metropolitan,6482.0
200,Coburg North,2 Elizabeth St,3,h,1160000.0,PI,Nelson,24/06/2017,6.7,3058.0,,,,,,,Darebin City Council,,,Northern Metropolitan,3445.0
201,Richmond,8 Malleson St,3,h,1420000.0,S,Jellis,14/05/2016,2.6,3121.0,3.0,1.0,0.0,198.0,119.0,1890.0,Yarra City Council,-37.8225,145.0007,Northern Metropolitan,14949.0
202,Hawthorn,302/157 Burwood Rd,1,u,350000.0,VB,Marshall,7/05/2016,4.6,3122.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,11308.0
203,Carnegie,9/314 Neerim Rd,3,u,602500.0,S,Thomson,16/07/2016,11.4,3163.0,3.0,1.0,2.0,0.0,,,Glen Eira City Council,-37.8893,145.0589,Southern Metropolitan,7822.0
204,Jacana,69 Lorraine Cr,2,h,461000.0,S,RE,4/02/2016,14.5,3047.0,,,,,,,Hume City Council,,,Northern Metropolitan,851.0
205,Glen Huntly,4/12 Park Av,3,u,650000.0,PI,hockingstuart,7/05/2016,10.4,3163.0,,,,,,,Glen Eira City Council,,,Southern Metropolitan,2403.0
206,Cairnlea,2 Woodsdale Ct,4,h,821000.0,PI,Sweeney,3/06/2017,14.8,3023.0,4.0,2.0,2.0,638.0,270.18,2009.0,Brimbank City Council,-37.76189,144.78517,Western Metropolitan,2674.0
207,Sunshine North,5 Mills St,3,h,736000.0,S,Douglas,23/09/2017,10.5,3020.0,3.0,1.0,2.0,,,,Brimbank City Council,-37.77027,144.83952,Western Metropolitan,4217.0
208,Reservoir,67 Seston St,3,h,610000.0,VB,Love,3/03/2018,12.0,3073.0,3.0,1.0,2.0,609.0,86.0,1950.0,Darebin City Council,-37.72756,145.03447,Northern Metropolitan,21650.0
209,Elsternwick,8/66 Riddell Pde,2,u,577000.0,S,Hodges,28/05/2016,8.5,3185.0,2.0,1.0,0.0,0.0,,,Glen Eira City Council,-37.8889,145.0043,Southern Metropolitan,4898.0
210,South Morang,15 Domain Tce,3,h,601000.0,S,Ray,22/07/2017,20.5,3752.0,3.0,2.0,2.0,454.0,,,Whittlesea City Council,-37.63556,145.06679,Northern Metropolitan,7969.0
211,Vermont South,2 Settlers Ct,4,h,1295000.0,SP,Purplebricks,26/08/2017,17.2,3133.0,4.0,2.0,2.0,,190.0,1980.0,Whitehorse City Council,-37.85928,145.18715,Eastern Metropolitan,4280.0
212,Glen Waverley,1/12 Jordan Gr,3,u,1018000.0,PI,Barry,18/11/2017,16.7,3150.0,,,,,,,Monash City Council,,,Eastern Metropolitan,15321.0
213,Yarraville,36B Goulburn St,3,h,1090000.0,VB,Jas,18/11/2017,6.3,3013.0,,,,,,,Maribyrnong City Council,,,Western Metropolitan,6543.0
214,South Melbourne,1111/28 Bank St,2,u,835000.0,S,Greg,4/11/2017,1.9,3205.0,,,,,,,Port Phillip City Council,,,Southern Metropolitan,5943.0
215,Seddon,52 Alexander St,2,h,990000.0,S,Burnham,18/03/2017,6.6,3011.0,2.0,1.0,2.0,306.0,,,Maribyrnong City Council,-37.8037,144.8893,Western Metropolitan,2417.0
216,Hawthorn,10 Berkeley St,12,h,4700000.0,PI,Property,20/05/2017,4.6,3122.0,,,,,,,Boroondara City Council,-37.8303,145.0367,Southern Metropolitan,11308.0
217,Mount Waverley,14 Marsham Rd,3,h,1400000.0,PI,hockingstuart,9/12/2017,14.2,3149.0,3.0,1.0,2.0,,,,Monash City Council,-37.86275,145.13326999999995,Eastern Metropolitan,13366.0
218,Hampton,10 Fewster Rd,4,h,2025000.0,S,hockingstuart,28/10/2017,13.8,3188.0,4.0,2.0,2.0,662.0,180.0,1920.0,Bayside City Council,-37.938,145.01357,Southern Metropolitan,5454.0
219,Glenroy,1/112 Cardinal Rd,4,t,608000.0,S,Raine,17/09/2016,13.0,3046.0,3.0,2.0,1.0,252.0,150.0,2014.0,Moreland City Council,-37.7006,144.9299,Northern Metropolitan,8870.0
220,Brunswick,44 Mitchell St,5,h,1300000.0,S,Jellis,15/07/2017,5.2,3056.0,5.0,2.0,0.0,479.0,,,Moreland City Council,-37.75915,144.96755,Northern Metropolitan,11918.0
221,Altona,2 Finch St,3,h,1020000.0,SP,Greg,24/06/2017,11.0,3018.0,3.0,1.0,2.0,570.0,,,Hobsons Bay City Council,-37.87028,144.80749,Western Metropolitan,5301.0
222,St Kilda,8/98 Barkly St,3,h,1120000.0,PI,hockingstuart,18/03/2017,6.1,3182.0,3.0,2.0,2.0,1039.0,133.0,2006.0,Port Phillip City Council,-37.8638,144.982,Southern Metropolitan,13240.0
223,Aberfeldie,2 Derry St,4,h,1740000.0,PI,Nelson,29/04/2017,9.1,3040.0,4.0,2.0,2.0,746.0,161.0,1950.0,Moonee Valley City Council,-37.7595,144.8993,Western Metropolitan,1543.0
224,Lalor,69 Monash St,3,h,560000.0,S,Love,22/07/2017,16.3,3075.0,3.0,1.0,2.0,535.0,104.0,1970.0,Whittlesea City Council,-37.6615,145.02761,Northern Metropolitan,8279.0
225,Ascot Vale,5/17 Hurtle St,2,u,450000.0,S,Nelson,25/11/2017,4.3,3032.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,6567.0
226,Burwood,17a Spence St,4,h,1365000.0,S,Oriental,27/05/2017,10.4,3125.0,,,,,,,Monash City Council,,,Southern Metropolitan,5678.0
227,Heidelberg West,262 Liberty Pde,3,h,465000.0,S,Ray,28/08/2016,9.4,3081.0,2.0,1.0,1.0,413.0,85.0,1960.0,Banyule City Council,-37.7399,145.0369,Eastern Metropolitan,2674.0
228,Abbotsford,196 Nicholson St,3,h,955000.0,S,Collins,17/09/2016,2.5,3067.0,3.0,1.0,0.0,183.0,,,Yarra City Council,-37.8022,144.9975,Northern Metropolitan,4019.0
229,Carnegie,1/3 Coorigil Rd,3,h,1360000.0,S,Woodards,19/11/2016,11.4,3163.0,3.0,2.0,2.0,282.0,182.0,2010.0,Glen Eira City Council,-37.8953,145.0567,Southern Metropolitan,7822.0
230,Balaclava,3/20 Orange Gr,2,u,416000.0,S,Chisholm,18/06/2016,6.6,3183.0,2.0,1.0,1.0,0.0,49.0,1960.0,Port Phillip City Council,-37.8678,144.9966,Southern Metropolitan,2952.0
231,Clifton Hill,2/165 Noone St,2,u,600000.0,VB,Nelson,7/10/2017,3.6,3068.0,,,,,,,Yarra City Council,,,Northern Metropolitan,2954.0
232,Carnegie,215 Neerim Rd,3,h,950000.0,VB,Gary,14/05/2016,11.4,3163.0,3.0,1.0,1.0,586.0,,,Glen Eira City Council,-37.88800000000001,145.0505,Southern Metropolitan,7822.0
233,Strathmore,3 Madel Av,3,h,1300000.0,S,Paul,7/05/2016,9.7,3041.0,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3284.0
234,Bentleigh East,12 Tambet St,2,h,702000.0,PI,Buxton,13/08/2016,13.9,3165.0,2.0,1.0,1.0,591.0,102.0,1960.0,Glen Eira City Council,-37.9179,145.071,Southern Metropolitan,10969.0
235,Reservoir,2/56 Orrong Av,2,t,550000.0,SP,Barry,13/08/2016,11.2,3073.0,,,,,,,Darebin City Council,,,Northern Metropolitan,21650.0
236,Richmond,49 Egan St,2,h,961000.0,SP,hockingstuart,9/12/2017,2.4,3121.0,2.0,1.0,,,,,Yarra City Council,-37.81391,144.99306,Northern Metropolitan,14949.0
237,Sunshine North,23 Baynton Av,3,h,700000.0,PI,Sweeney,27/11/2016,13.3,3020.0,,,,,,,Brimbank City Council,,,Western Metropolitan,4217.0
238,Reservoir,12 Nutwood St,5,h,762500.0,S,Nelson,28/05/2016,11.2,3073.0,3.0,2.0,2.0,548.0,285.0,1990.0,Darebin City Council,-37.7099,145.0333,Northern Metropolitan,21650.0
239,Sunshine West,1 Diana Dr,3,h,770000.0,S,Jellis,28/10/2017,10.5,3020.0,3.0,2.0,2.0,,167.0,2010.0,Brimbank City Council,-37.7888,144.78904,Western Metropolitan,6763.0
240,Altona North,1/5 Little St,3,h,720000.0,VB,Greg,6/08/2016,11.1,3025.0,3.0,2.0,1.0,0.0,130.0,2012.0,Hobsons Bay City Council,-37.8379,144.8583,Western Metropolitan,5132.0
241,Brighton East,5 Chapman St,5,h,2000000.0,VB,Marshall,28/10/2017,10.3,3187.0,5.0,2.0,2.0,604.0,239.0,1935.0,Bayside City Council,-37.92824,145.00922,Southern Metropolitan,6938.0
242,St Albans,138 Oleander Dr,3,h,590000.0,S,Barry,11/11/2017,14.0,3021.0,3.0,1.0,1.0,,115.0,1970.0,Brimbank City Council,-37.7516,144.8098,Western Metropolitan,14042.0
243,Brighton East,1/25 Primrose Cr,3,h,930000.0,S,RT,14/05/2016,10.7,3187.0,,,,,,,Bayside City Council,,,Southern Metropolitan,6938.0
244,Richmond,61 Baker St,3,h,1310000.0,S,Jellis,29/07/2017,2.4,3121.0,3.0,1.0,1.0,209.0,,1920.0,Yarra City Council,-37.81179,145.00351,Northern Metropolitan,14949.0
245,Reservoir,1/23 George St,2,u,431000.0,S,Barry,28/05/2016,11.2,3073.0,2.0,1.0,1.0,139.0,,1975.0,Darebin City Council,-37.7175,145.0,Northern Metropolitan,21650.0
246,Sunbury,47 Rees Rd,3,h,556000.0,S,YPA,24/02/2018,31.7,3429.0,3.0,2.0,2.0,702.0,139.0,1998.0,Hume City Council,-37.56438,144.70907,Western Metropolitan,14092.0
247,Keilor,25 Skyline Dr,3,h,875000.0,SP,Brad,24/06/2017,14.5,3036.0,3.0,1.0,2.0,722.0,,,Brimbank City Council,-37.72302,144.83434,Western Metropolitan,2339.0
248,Port Melbourne,25 Barak Rd,3,h,1900000.0,VB,Marshall,12/08/2017,3.5,3207.0,3.0,2.0,3.0,337.0,,,Melbourne City Council,-37.83802,144.92442,Southern Metropolitan,8648.0
249,Kingsbury,1/21 The Fairway,3,u,480000.0,PI,Darren,3/12/2016,12.4,3083.0,3.0,2.0,1.0,218.0,110.0,2004.0,Darebin City Council,-37.7133,145.0374,Northern Metropolitan,1414.0
250,Seddon,24/294 Nicholson St,2,u,450000.0,S,Village,6/08/2016,6.6,3011.0,2.0,1.0,2.0,0.0,65.0,1970.0,Maribyrnong City Council,-37.8087,144.8978,Western Metropolitan,2417.0
251,Mount Waverley,1/70 Lechte Rd,4,u,1175000.0,VB,Jellis,9/09/2017,14.2,3149.0,4.0,2.0,2.0,,157.0,2003.0,Monash City Council,-37.87039,145.13965,Eastern Metropolitan,13366.0
252,Richmond,134 Coppin St,3,h,1456000.0,S,Jellis,18/06/2016,2.6,3121.0,3.0,2.0,1.0,157.0,141.0,1900.0,Yarra City Council,-37.8225,145.0029,Northern Metropolitan,14949.0
253,Eaglemont,2/84 The Righi,3,u,1190000.0,S,Miles,27/11/2016,10.3,3084.0,3.0,2.0,2.0,0.0,148.0,1975.0,Banyule City Council,-37.7623,145.0569,Eastern Metropolitan,1651.0
254,South Melbourne,1901/50 Albert Rd,2,u,490000.0,S,Dingle,7/11/2016,2.1,3205.0,2.0,1.0,1.0,0.0,56.0,2013.0,Port Phillip City Council,-37.8341,144.9713,Southern Metropolitan,5943.0
255,Reservoir,6/5 Seaver Gr,2,u,340000.0,VB,Love,24/09/2016,11.2,3073.0,2.0,1.0,1.0,151.0,80.0,1975.0,Darebin City Council,-37.7126,144.99,Northern Metropolitan,21650.0
256,Camberwell,2/564 Riversdale Rd,2,u,693000.0,S,Bekdon,16/07/2016,7.8,3124.0,2.0,1.0,1.0,84.0,,,Boroondara City Council,-37.832,145.0599,Southern Metropolitan,8920.0
257,Craigieburn,27 Metropolitan Av,4,h,530000.0,S,Barry,7/10/2017,20.6,3064.0,4.0,2.0,2.0,645.0,140.0,1980.0,Hume City Council,-37.58961,144.92845,Northern Metropolitan,15510.0
258,Brighton,6/58 Nepean Hwy,3,t,1060000.0,S,Chisholm,18/11/2017,10.5,3186.0,,,,,,,Bayside City Council,,,Southern Metropolitan,10579.0
259,Glen Iris,7 Flowerdale Rd,3,h,2100000.0,VB,Marshall,7/05/2016,9.2,3146.0,3.0,2.0,2.0,904.0,,,Boroondara City Council,-37.856,145.0705,Southern Metropolitan,10412.0
260,Brighton,30a Rooding St,2,u,985000.0,PI,Marshall,7/11/2016,11.2,3186.0,2.0,1.0,1.0,611.0,,,Bayside City Council,-37.9039,145.0009,Southern Metropolitan,10579.0
261,Craigieburn,19 Scoria Cct,4,h,660000.0,PI,Ray,18/11/2017,20.6,3064.0,4.0,2.0,2.0,398.0,,,Hume City Council,-37.6021,144.9027,Northern Metropolitan,15510.0
262,Brooklyn,9 Richards Ct,3,h,750000.0,S,hockingstuart,20/05/2017,10.9,3012.0,3.0,1.0,2.0,667.0,,,Brimbank City Council,,,Western Metropolitan,962.0
263,Delahey,16 Duneed Wy,3,h,600000.0,S,Calder,11/11/2017,18.0,3037.0,3.0,2.0,2.0,503.0,125.0,1995.0,Brimbank City Council,-37.7171,144.7668,Western Metropolitan,2898.0
264,Wyndham Vale,11 Sedgwick Rd,4,h,599000.0,S,hockingstuart,21/10/2017,27.2,3024.0,4.0,2.0,2.0,,,,Wyndham City Council,-37.89862,144.61271000000005,Western Metropolitan,5262.0
265,Maribyrnong,50 Village Wy,3,t,637500.0,SP,Raine,24/02/2018,4.3,3032.0,3.0,2.0,2.0,78.0,107.0,2002.0,Maribyrnong City Council,-37.77158,144.88116000000005,Western Metropolitan,4918.0
266,Pascoe Vale,9/12 Pascoe St,2,h,386000.0,S,D'Aprano,7/05/2016,9.9,3044.0,2.0,1.0,1.0,111.0,67.0,1987.0,Moreland City Council,-37.7152,144.9349,Northern Metropolitan,7485.0
267,Preston,192 Tyler St,3,h,1201000.0,S,Nelson,21/10/2017,8.4,3072.0,3.0,2.0,1.0,545.0,,,Darebin City Council,-37.73115,145.01608000000004,Northern Metropolitan,14577.0
268,Malvern East,20a Thurso St,3,h,950000.0,VB,Jellis,28/08/2016,11.2,3145.0,3.0,1.0,1.0,288.0,132.0,1999.0,Stonnington City Council,-37.8752,145.0817,Southern Metropolitan,8801.0
269,Kensington,51 Gatehouse Dr,3,h,1000000.0,SP,Nelson,19/11/2016,4.2,3031.0,3.0,2.0,2.0,211.0,132.0,1997.0,Melbourne City Council,-37.7926,144.9197,Northern Metropolitan,5263.0
270,Balwyn North,2/12 Highbury St,4,t,1690000.0,PI,Buxton,26/08/2017,9.7,3104.0,,,,,,,Boroondara City Council,,,Southern Metropolitan,7809.0
271,Northcote,11 Boothby St,3,h,1280000.0,S,Collins,23/09/2017,5.3,3070.0,3.0,1.0,4.0,,,,Darebin City Council,-37.77275,145.01238,Northern Metropolitan,11364.0
272,Preston,11 Milton Cr,2,h,820000.0,SP,McGrath,8/07/2017,8.4,3072.0,2.0,1.0,1.0,155.0,,,Darebin City Council,-37.75024000000001,145.00413,Northern Metropolitan,14577.0
